Name,RowId,Description
"Koppranickel Ore",19951,"A decent-sized piece of rock containing the metal koppranickel."
"Durium Sand",19952,"Jade-colored sand consisting of tiny grains of durium."
"Doman Iron Ore",19953,"A decent-sized piece of rock containing the metal Doman iron (also known as mochi iron for its resemblance to the Far Eastern rice cakes)."
"Durium Ore",19954,"A decent-sized piece of rock containing the metal durium."
"Doman Iron Sand",19955,"Metallic sand consisting of tiny grains of Doman iron."
"Palladium Sand",19956,"Silver-colored sand consisting of tiny grains of palladium."
"Molybdenum Ore",19957,"A decent-sized piece of rock containing the metal molybdenum."
"Palladium Ore",19958,"A decent-sized piece of rock containing the metal palladium."
"Chromite Ore",19959,"A decent-sized piece of rock containing the metal chromium."
"Domacoat",19960,"Not to be outdone by their Near Eastern counterparts who perfected the aurum regis-hardening agent, Raziqcoat, several Far Eastern alchemists have joined together to create Domacoat─a substance capable of hardening palladium."
"Bone Charcoal",19961,"Not actually created from bones, this hot-burning fuel is the result of baking coal in an airless furnace at an extremely high temperature."
"Triphane",19962,"A yellow jewel."
"Kyanite",19963,"A light-blue jewel."
"Star Spinel",19964,"A violet jewel."
"Azurite",19965,"A deep blue jewel."
"Imperial Jade",19966,"Also known as “true jade,” this milky green stone is coveted by the Far Eastern elite."
"Rhodonite",19967,"A blood red jewel."
"Raw Triphane",19968,"An uncut, unpolished stone containing what appears to be triphane."
"Raw Kyanite",19969,"An uncut, unpolished stone containing what appears to be kyanite."
"Raw Star Spinel",19970,"An uncut, unpolished stone containing what appears to be star spinel."
"Raw Azurite",19971,"An uncut, unpolished stone containing what appears to be azurite."
"Raw Imperial Jade",19972,"An uncut, unpolished stone containing what appears to be imperial jade."
"Raw Rhodonite",19973,"An uncut, unpolished stone containing what appears to be rhodonite."
"Bloodhempen Cloth",19974,"Several yalms of undyed, bright-red bloodhempen cloth wrapped around a short wooden distaff."
"Bloodhempen Yarn",19975,"Coarse yarn spun from bloodhemp fiber."
"Bloodhemp",19976,"A common grass found growing throughout Othard. From its stalks, bloodhempen yarn is created."
"Ruby Cotton Cloth",19977,"Several yalms of undyed ruby cotton cloth wrapped around a short wooden distaff."
"Ruby Cotton Yarn",19978,"Light yarn spun from ruby cotton."
"Ruby Cotton Boll",19979,"The fibrous flower of a rare cotton plant that only grows under the Ruby Sea. As such, Eorzean scholars insist that the flora is in no way related to normal cotton, and is instead a unique variety of sea kelp."
"Kudzu Cloth",19980,"Several yalms of undyed kudzu cloth wrapped around a short wooden distaff."
"Kudzu Thread",19981,"Thick, fibrous yarn spun from kudzu vines."
"Kudzu Vine",19982,"If allowed to grow unchecked, a single kudzu plant can cover an acre of forest in less than a single summer, blocking the sun from the plants it envelops. A large swath of the outer Black Shroud currently finds itself being slowly suffocated by the invasive weed."
"Steppe Serge",19983,"Several yalms of undyed steppe serge wrapped around a short wooden distaff."
"Worsted Yarn",19984,"Soft, water-absorbent yarn spun from multiple varieties of hair sheared from beastkin of the Azim Steppe."
"Halgai Mane",19985,"The regal mane of a halgai."
"Manzasiri Hair",19986,"The long brown hair of a steppe manzasiri."
"Twinsilk",19987,"Though exhibiting a similar luster as normal silk, twinsilk is far more durable and resistant to discoloring."
"Twinthread",19988,"A thin lustrous thread woven from countless silken strands pulled from a rare highland twincoon."
"Twincoon",19989,"A massive cocoon spun by not one, but multiple highland erucas."
"Rhea Cloth",19990,"Cloth woven from the plant rhea. Due to the complexity of the spinning process, there are very few clothcrafters in the world who can produce this weave, making it extremely rare. Most known samples are in the possession of Far Eastern royalty."
"Rhea",19991,"A variety of ramie better suited to the climes of Far Eastern Othard."
"Doman Weave",19992,"Hempen cloth woven using age-old methods passed down for countless generations by Doman clothiers."
"Gagana Leather",19993,"A large piece of cured gagana skin."
"Gyuki Leather",19994,"A large piece of cured gyuki hide."
"Tiger Leather",19995,"A large piece of cured tiger skin."
"Marid Leather",19996,"A large piece of cured marid hide."
"Gazelle Leather",19997,"A large piece of cured gazelle hide."
"True Griffin Leather",19998,"A large piece of cured true griffin hide."
"Gagana Skin",19999,"The rough skin of a majestic gagana."
"Gyuki Hide",20000,"The smooth hide of a devilish gyuki."
"Tiger Skin",20001,"The striped skin of a ferocious tiger."
"Marid Hide",20002,"The thick hide of a mammoth marid."
"Gazelle Hide",20003,"The bristly hide of a steppe gazelle."
"True Griffin Hide",20004,"The downy hide of a true griffin."
"Forbidden Wax",20005,"Forbidden in many markets for the nefarious means with which it is extracted, this wax is cherished by leatherworkers for the luster it brings to tanned hides when applied."
"Diatomite",20006,"Geological scholars claim that this sedimentary stone is actually comprised of the shells of thousands upon thousands of tiny sea creatures."
"Slate",20007,"Unlike other sedimentary stone, slate has been compressed under the weight of mountains for so long that it is surprisingly hard, making it ideal for whetstones and grinding stones."
"Slate Whetstone",20008,"A whetstone carved from slate. Used for sharpening metal or stone blades."
"Schorl",20009,"A blackish mineral possibly containing trace amounts of the precious stone tourmaline."
"Perlite",20010,"A strange, pearlescent volcanic rock that expands tenfold upon heating in a kiln or forge."
"Almandine",20011,"A garnet-like mineral that, due to its extreme hardness, is used in grinding wheels."
"Doman Yellow",20012,"A soft, clay-like soil believed to be formed of compacted yellow dust carried on the wind from faraway lands."
"Dusklight Aethersand",20013,"The elementally aspected remnants of aetherially reduced matter. This fine sand emits a weak glow indiscernible at gloaming."
"Dawnlight Aethersand",20014,"The elementally aspected remnants of aetherially reduced matter. This fine sand emits a weak glow indiscernible at dawn."
"Everbright Aethersand",20015,"The elementally aspected remnants of highly concentrated aetherially reduced mineral matter."
"Everborn Aethersand",20016,"The elementally aspected remnants of highly concentrated aetherially reduced mineral matter."
"Everdeep Aethersand",20017,"The elementally aspected remnants of highly concentrated aetherially reduced mineral matter."
"Liopleurodon",20018,"Though king of the five seas and beyond, scholars classify the liopleurodon with scalekin rather than wavekin.

[Suitable for display in aquariums tier 4 and higher.]
[Suitable for printing on extra large canvases.]"
"Ala Mhigan Ribbon",20019,"A freshwater fish named for its long, ribbon-like fins that it uses to both attract prey and distract predators.

[Suitable for printing on small canvases.]"
"Yanxian Barramundi",20020,"This large carnivorous specimen is native to the southeastern reaches of the One River where the waters run slow and deep.

[Suitable for display in aquariums tier 2 and higher.]
[Suitable for printing on medium canvases.]"
"Seraphim",20021,"The beauty of this small freshwater fish native to Yanxia is oft compared to the angels of ancient eastern scripture.

[Suitable for display in aquariums tier 1 and higher.]
[Suitable for printing on small canvases.]"
"Blackfin Snake Eel",20022,"Like most saltwater eels, the blackfin snake eel of the Ruby Sea is a nocturnal hunter.

[Suitable for printing on medium canvases.]"
"Tail Mountains Minnow",20023,"These tiny fish commonly found in the many shallow tributaries feeding into the upper One River rarely grow beyond a few ilms in length.

[Suitable for printing on small canvases.]"
"Sweatfish",20024,"Despite their small size, sweatfish prefer the swift rapids of the One River's northern tributaries for the cover it provides them from predators.

[Suitable for printing on small canvases.]"
"Rock Saltfish",20025,"By no means the most winsome of wavekin, the rock saltfish has adapted to survival in the saline waters of Loch Seld.

[Suitable for printing on small canvases.]"
"Comet Minnow",20026,"Near the bottom of the food chain, swift-swimming comet minnows serve as food for many of the larger fish that swim the waters of the Hathoeva and Velodyna rivers.

[Suitable for printing on small canvases.]"
"Doman Grass Carp",20027,"This common variety of freshwater carp is found up and down the One River.

[Suitable for printing on medium canvases.]"
"Samurai Fish",20028,"Named after the Hingan warriors whose grace and elegance in battle resemble the means by which this wavekin swims the turbid depths of the One River.

[Suitable for printing on small canvases.]"
"Golden Cichlid",20029,"This bright-yellow fish is native to Gyr Abania and found in both the Hathoeva and Velodyna rivers, sometimes as far west as East End.

[Suitable for printing on small canvases.]"
"Hak Bitterling",20030,"A small-yet-plump fish most commonly found in Hak Khaal, one of the One River's many narrow steppe tributaries.

[Suitable for printing on small canvases.]"
"Yat Goby",20031,"The Yat goby is an eel-like bottom dweller named after the Azim Steppe tributary in which it is most commonly found.

[Suitable for printing on small canvases.]"
"Ruby Meagre",20032,"Similar to a bass in appearance and flavor, the similarities end there, with this variety of meagre preferring the coastal waters of the Ruby Sea and the Glass Ocean to fresher rivers and lakes.

[Suitable for printing on medium canvases.]"
"Greenstream Loach",20033,"This distant relative to the carp can be found hunting the waters of the Hathoeva and Velodyna rivers.

[Suitable for printing on small canvases.]"
"Tawny Wench Shark",20034,"Some say this Ruby Sea shark earned its name from sailors long out of port who, upon seeing the shark's pale skin cresting above the waves, would reminisce of their favorite pleasure boat courtesan.

[Suitable for printing on large canvases.]"
"Whitehorse",20035,"This queer horse-like wavekin swims upright, using two tiny fins near its head to slowly swim through the waters of extreme salinity it calls home.

[Suitable for printing on small canvases.]"
"Killifish",20036,"This freshwater specimen of minuscule proportions can be found in almost any river and lake from central to eastern Othard.

[Suitable for printing on small canvases.]"
"Coeurl Snake Eel",20037,"Scholars are divided as to whether this wavekin native to the Ruby Sea and Glass Ocean is in fact a snake or an eel.

[Suitable for printing on medium canvases.]"
"Zekki Grouper",20038,"Groupers gather in swift currents of the Ruby Sea and the Rasen Kaikyo to feed on the abundant life drawn to the area.

[Suitable for display in aquariums tier 2 and higher.]
[Suitable for printing on medium canvases.]"
"Saltshield Snapper",20039,"This violent scalekin has the jaws of a carpenter's vise. Many a careless fisher has lost a fingertip or three when navigating the snapper-rich waters of Loch Seld.

[Suitable for printing on large canvases.]"
"Sculptor",20040,"Remarkably similar in appearance to a shark, it is believed this salt lake fish periodically exposes its dorsal fin above the water's surface to frighten land predators such as bears.

[Suitable for printing on large canvases.]"
"Pearl-eye",20041,"Prehistoric drawings of this salt lake fish have been discovered on cave walls throughout Gyr Abania, suggesting that this particular species has endured at least six umbral eras.

[Suitable for printing on medium canvases.]"
"Abalathian Bitterling",20042,"The Abalathian bitterling's ivory white skin easily distinguishes it from its silver cousins also found in the freshwater rivers and lakes of Gyr Abania.

[Suitable for printing on small canvases.]"
"Steelshark",20043,"One of only a few freshwater sharks discovered in Eorzea, the steelshark can primarily be found in the rivers and lakes of Gyr Abania.

[Suitable for printing on small canvases.]"
"Tao Bitterling",20044,"Though a cousin to the Hak bitterling, the waters of Tao Khaal have taken the Tao bitterling on a slightly different evolutionary path.

[Suitable for printing on small canvases.]"
"Idle Goby",20045,"This large goby uses its natural black and brown mottling to conceal itself in the sandy bed of the Slow Wash.

[Suitable for display in aquariums tier 2 and higher.]
[Suitable for printing on medium canvases.]"
"River Barramundi",20046,"Called “akame” or “red eye” in the Far East for the unique color of this freshwater fish's optical organs.

[Suitable for printing on small canvases.]"
"Mirage Chub",20047,"This freshwater fish is known to change the color of its skin come spawning season.

[Suitable for printing on small canvases.]"
"Harutsuge",20048,"This saltwater fish has a distinct crimson coloring that makes it popular amongst aquarium owners.

[Suitable for display in aquariums tier 1 and higher.]
[Suitable for printing on small canvases.]"
"Steelhead Trout",20049,"A delicious, fatty freshwater fish native to the Velodyna and Hathoeva rivers.

[Suitable for printing on medium canvases.]"
"Heather Charr",20050,"A unique variety of freshwater charr found only in the waters near Heather Falls.

[Suitable for printing on small canvases.]"
"Silken Koi",20051,"A plump freshwater wavekin with pearlescent scales and a name that sounds better than the fish tastes.

[Suitable for display in aquariums tier 2 and higher.]
[Suitable for printing on medium canvases.]"
"Yellow Prismfish",20052,"The pale yellow glow emitted by this freshwater fish is believed to be caused by unbalanced levels of aspected aether in the wavekin's humours.

[Suitable for display in aquariums tier 2 and higher.]
[Suitable for printing on medium canvases.]"
"Blue Prismfish",20053,"The pale blue glow emitted by this freshwater fish is believed to be caused by unbalanced levels of aspected aether in the wavekin's humours.

[Suitable for display in aquariums tier 2 and higher.]
[Suitable for printing on medium canvases.]"
"Hanatatsu",20054,"Similar to the sea horse, the hanatatsu swims “standing,” though instead of resembling a beast of burden, this saltwater fish has taken on the appearance of a sprig of coral.

[Suitable for display in aquariums tier 3 and higher.]
[Suitable for printing on large canvases.]"
"Broken Crab",20055,"A wildly misnamed freshwater crab with a highly durable carapace.

[Suitable for printing on small canvases.]"
"Gyr Abanian Trout",20056,"This succulent pink-fleshed fish commonly found in the Hathoeva and Velodyna rivers will oft command a high price in local markets.

[Suitable for printing on small canvases.]"
"Bloodsipper",20057,"This freshwater crustacean is widely found in lakes and marshes across the Three Great Continents.

[Suitable for printing on small canvases.]"
"Miounnefish",20058,"This feisty freshwater fish is found throughout the Black Shroud.

[Suitable for printing on medium canvases.]"
"Monk Betta",20059,"This freshwater betta is native to the lakes and marshes of eastern Gyr Abania.

[Suitable for printing on small canvases.]"
"Electric Catfish",20060,"This massive whiskered wavekin can be found lurking in the calm, turbid lakes and marshes of eastern Gyr Abania.

[Suitable for printing on medium canvases.]"
"Pagan Pirarucu",20061,"Though only ever seen by fishers who spend more time telling tales in taverns than actually fishing, the pagan pirarucu can supposedly be found in the highland lakes and swamps of eastern Gyr Abania.

[Suitable for printing on large canvases.]"
"Temple Carp",20062,"A freshwater fish commonly found in the lakes and marshes dotting the eastern end of Abalathia's Spine.

[Suitable for printing on small canvases.]"
"Gilfish",20063,"The Far Eastern gilfish was first introduced to Eorzea by Othardian merchants hoping their platinum sheen would make them attractive to wealthy nobles. Now the freshwater fish can be found in rivers and lakes across the realm.

[Suitable for printing on small canvases.]"
"Balloon Frog",20064,"A hardy amphibian found in the relatively warm-watered lakes of eastern Abalathia's Spine. The plump legs make for a fine meal.

[Suitable for printing on small canvases.]"
"Lantern Marimo",20065,"A rare type of luminescent moss found in the lightless depths of lakes, as well as in caves. Slight currents cause the moss to form into a ball as it grows.

[Suitable for printing on small canvases.]"
"Death Loach",20066,"This particular variety of loach can be found in the lakes, rivers, and swamps of northern Gyr Abania.

[Suitable for printing on small canvases.]"
"Grymm Crab",20067,"A succulent freshwater crab remarkably found only in the Peaks lake of Grymm.

[Suitable for printing on small canvases.]"
"Enid Shrimp",20068,"A succulent freshwater shrimp remarkably found only in the Peaks lake of Enid.

[Suitable for printing on medium canvases.]"
"Invisible Crayfish",20069,"The pristine white shell of this freshwater crustacean makes it nigh invisible when the wavekin is hiding amongst rocks or sand of a similar hue.

[Suitable for printing on small canvases.]"
"Rapids Jumper",20070,"A lifetime of swimming against strong-yet-slow river currents has left this freshwater fish bereft of most fatty flesh.

[Suitable for printing on medium canvases.]"
"Abalathian Salamander",20071,"An amphibian commonly found living in the myriad lakes and swamps of Gyr Abania.

[Suitable for printing on small canvases.]"
"Adamantite Bichir",20072,"A freshwater fish native to the wetlands of Gyr Abania.

[Suitable for printing on medium canvases.]"
"Meditator",20073,"Possessed of the unique ability to survive for extended periods out of water, the meditator will periodically “bathe” on the banks of the rivers and lakes in which it resides.

[Suitable for printing on medium canvases.]"
"Deemster",20074,"A freshwater fish so enormous, even the legends sung of the elusive wavekin do not do it justice.

[Suitable for printing on large canvases.]"
"Stonytongue",20075,"This distant cousin to the Coerthan bonytongue can be found dwelling in the freshwater lakes and rivers of Gyr Abania.

[Suitable for printing on medium canvases.]"
"Bull's Bite",20076,"A small carnivorous fish found solely in the isolated Gyr Abanian pond known as the Bull's Bath.

[Suitable for printing on medium canvases.]"
"Peeping Pisces",20077,"This freshwater fish is possessed of an eye on both the top and bottom of its head, allowing it to simultaneously spy threats above and below the water, should the need arise.

[Suitable for printing on small canvases.]"
"Scimitarfish",20078,"Not a swordfish, but a sword-like fish found in the rivers of Gyr Abania.

[Suitable for printing on medium canvases.]"
"Gigant Bass",20079,"An aptly named freshwater fish native to the rivers of Gyr Abania.

[Suitable for printing on medium canvases.]"
"Nhaama's Boon",20080,"One of the rare fish found in the Nhaama Desert's even rarer freshwater oases.

[Suitable for printing on medium canvases.]"
"Cave Killifish",20081,"These small fries found primarily in the caves of Gyr Abania rarely grow to more than one or two ilms.

[Suitable for printing on small canvases.]"
"Bone Melter",20082,"This lake snail feeds by attaching itself to the bones of drowned animals.

[Suitable for printing on small canvases.]"
"Fallen Leaf",20083,"The still waters of Dimwold are teeming with these fish who, to the untrained eye, appear naught more than fallen leaves.

[Suitable for printing on small canvases.]"
"Falling Star",20084,"This glowing orb is actually a colony of rare luminescent algae found in the caves of eastern Gyr Abania.

[Suitable for printing on small canvases.]"
"Capsized Squeaker",20085,"This odd, whiskered fish is found only in the sheltered waters of the Comet's Tail.

[Suitable for printing on small canvases.]"
"Nirvana Crab",20086,"The backs of these freshwater crabs are adorned with colorful colonies of water-resistant fungus.

[Suitable for printing on medium canvases.]"
"Velodyna Grass Carp",20087,"This variety of grass carp is most often found in the northeastern Eorzean river from which it earns its name.

[Suitable for printing on medium canvases.]"
"Black Velodyna Carp",20088,"One of several varieties of carp found in the Velodyna River, this particular species is immediately recognizable from its pitch-black skin.

[Suitable for printing on small canvases.]"
"Rhalgr's Bolt",20089,"This eel-like freshwater fish has been blessed with the capacity to emit an electric charge that can prove deadly to smaller wavekin.

[Suitable for printing on medium canvases.]"
"Highland Perch",20090,"Once common throughout the Gyr Abanian highlands, overfishing has relegated the remainder of the species to Mirage Creek.

[Suitable for display in aquariums tier 2 and higher.]
[Suitable for printing on medium canvases.]"
"Gravel Gudgeon",20091,"This freshwater fish will bury itself deep in the gravel-littered beds of rivers, making it a difficult catch.

[Suitable for printing on small canvases.]"
"Grinning Anchovy",20092,"These small saltwater fish swim in massive schools, using their sheer numbers to ensure that even if a few stragglers are swallowed, the species will endure.

[Suitable for printing on small canvases.]"
"Glass Herring",20093,"This common silver fish will travel back and forth between the Ruby Sea and the Glass Ocean searching for food.

[Suitable for printing on small canvases.]"
"Hellyfish",20094,"The abundance of these translucent amorphs to the volcanic island of Hells' Lid was an invitation to an ill-conceived moniker, most likely given by a rum-soaked pirate.

[Suitable for printing on small canvases.]"
"Ruby Coral",20095,"A piece of sharp crimson coral, widely found throughout the Ruby Sea.

[Suitable for printing on medium canvases.]"
"Sapphire Coral",20096,"A piece of sharp azure coral, widely found throughout the Ruby Sea.

[Suitable for printing on medium canvases.]"
"Bone Coral",20097,"A piece of sharp milky white coral, widely found throughout the Ruby Sea.

[Suitable for printing on medium canvases.]"
"Butterfly Fish",20098,"One of few brightly colored fish native to the Ruby Tide.

[Suitable for printing on small canvases.]"
"Dafu",20099,"Its sheer dominance over other life in the Ruby Sea has earned this sizable wavekin the title “dafu,” or literally, the top dog...er, fish.

[Suitable for printing on large canvases.]"
"Swordfish",20100,"Fishers seeking to land ocean-dwelling swordfish must take care not to accidentally impale themselves on the wavekin's serrated bladelike maw.

[Suitable for display in aquariums tier 2 and higher.]
[Suitable for printing on medium canvases.]"
"Leaf Tatsunoko",20101,"At a glance, one might mistake this queerly shaped denizen of the Ruby Sea for an errant piece of seaweed.

[Suitable for printing on medium canvases.]"
"Glass Flounder",20102,"This flat bottom dweller spends most of its life skittering about the floors of the Glass Ocean, but can also be found in the Ruby Sea.

[Suitable for printing on small canvases.]"
"Zekki Gator",20103,"This giant shark regularly hunts the waters of the coast of the Isle of Zekki, and has been known to attack the pirates and fishers who frequent its strands.

[Suitable for printing on large canvases.]"
"Daio Squid",20104,"A rarely seen giant squid, thought to be the inspiration for 35% of all pirate chanties sung on the Ruby Sea.

[Suitable for printing on large canvases.]"
"Koromo Octopus",20105,"A highly elusive giant octopus, so rarely seen that not a single pirate chanty sung on the Red Sea mentions the poor cephalopod.

[Suitable for printing on large canvases.]"
"Gliding Fish",20106,"A unique saltwater fish that will jump from the water to evade predators, using its pectoral fins to glide across the ocean surface.

[Suitable for printing on medium canvases.]"
"Globefish",20107,"A saltwater fish that will puff its spike-laden body to bursting to protect itself when provoked.

[Suitable for printing on medium canvases.]"
"Fan Clam",20108,"The shell of this bivalve mollusk is ribbed like the “uchiwa” hand fans used by Hingan festival-goers in summer.

[Suitable for printing on medium canvases.]"
"Blockhead",20109,"A saltwater fish as stubborn as its name suggests. It is pure coincidence that it also has a hard bony plate protecting its tiny brain.

[Suitable for printing on large canvases.]"
"Glass Tuna",20110,"One of the most popular ingredients in Hingan sushi, the giant Glass tuna are thought to follow the strong ocean currents for thousands of malms in their lifetime.

[Suitable for display in aquariums tier 2 and higher.]
[Suitable for printing on medium canvases.]"
"Doman Crayfish",20111,"These tiny freshwater crustaceans can be found in relative abundance in the flooded rice paddies of Yanxia.

[Suitable for printing on small canvases.]"
"Ruby Shrimp",20112,"One of the most common shrimp found in the Ruby Sea.

[Suitable for printing on small canvases.]"
"Striped Fugu",20113,"Similar to the globefish, the fugu will puff up its body to frighten away potential predators. Those who do not heed the wavekin's warning and devour it anyway will most certainly succumb to the lethal poison found in the fugu's flesh.

[Suitable for printing on small canvases.]"
"Raitonfish",20114,"A large freshwater fish named for the levin-manipulating technique mastered by the ninja of Doma.

[Suitable for printing on medium canvases.]"
"Blank Oscar",20115,"The body of this rare freshwater fish is entirely void of pigment.

[Suitable for printing on medium canvases.]"
"Dragonfish",20116,"Despite the insistence of Yanxian villagers, the freshwater dragonfish is ten parts fish, zero parts dragon.

[Suitable for printing on medium canvases.]"
"Lordly Salmon",20117,"Just as do the salmon of Eorzea, the steely blue salmon of the Far East spend their lives in the sea before returning to the freshwater rivers where they were born to spawn and die.

[Suitable for printing on small canvases.]"
"Yanxian Koi",20118,"A mottled freshwater carp of middling size native to the southern reaches of the One River.

[Suitable for printing on medium canvases.]"
"Kotsu Zetsu",20119,"A large, slow-swimming freshwater fish found primarily in Yanxia's Plum Spring.

[Suitable for printing on large canvases.]"
"Longhair Catfish",20120,"Though named for its lengthy whiskers, this catfish's most ready feature is not its mustache, but the wavy scale-like patterns on its back.

[Suitable for printing on medium canvases.]"
"Plum Gazer",20121,"Those seeking to land a plum gazer must travel to the secluded Plum Spring, hidden deep in Yanxia's Gensui Chain.

[Suitable for printing on small canvases.]"
"Pandamoth",20122,"This regal freshwater fish has a distinct white and black mottling which, while giving the wavekin an air of majesty, also makes it easy to spot by predators.

[Suitable for printing on small canvases.]"
"Doman Trout",20123,"An extremely common fish found throughout Yanxia, and a popular dish amongst the realm's residents.

[Suitable for printing on small canvases.]"
"Doman Eel",20124,"A thin freshwater eel that can be found living amongst the reeds growing in the Valley of the Fallen Rainbow.

[Suitable for printing on medium canvases.]"
"Brassfish",20125,"This brightly colored freshwater fish of Far Eastern origin is a favorite amongst aquarium owners.

[Suitable for printing on small canvases.]"
"Othardian Trout",20126,"A freshwater fish found in rivers across the entire Othardian continent.

[Suitable for printing on small canvases.]"
"Zagas Khaal",20127,"A freshwater fish extremely common to many of the One River's northern tributaries. Its name literally translates to “river fish.”

[Suitable for printing on small canvases.]"
"Steppe Skipper",20128,"A swift freshwater fish that, when swimming near the surface of the One River tributaries in which it is commonly found, appears to skip through the rivers' reeds.

[Suitable for printing on small canvases.]"
"Dry Steppe Skipper",20129,"A small freshwater fish found in the arid southern grasslands bordering the Nhaama Desert.

[Suitable for printing on small canvases.]"
"Sun Bass",20130,"This violent fish native to the Azim Steppe prefers the calm waters of a lake or wetland to the swift-moving currents of a river.

[Suitable for printing on medium canvases.]"
"Skytear",20131,"The skytear can be found in the quick-flowing shallow rapids near a river's source rather than in the deeper, slow-moving waters downstream.

[Suitable for printing on small canvases.]"
"Dawn Crayfish",20132,"A red-shelled freshwater crustacean found in abundance in the lakes and rivers of the Azim Steppe.

[Suitable for printing on small canvases.]"
"Dusk Crayfish",20133,"A white-shelled freshwater crustacean found in abundance in the lakes and rivers of the Azim Steppe.

[Suitable for printing on small canvases.]"
"Bowfish",20134,"This swift-moving freshwater fish can be found up and down the One River.

[Suitable for printing on medium canvases.]"
"Jade Sculpin",20135,"Highly developed scales and spines set this sculpin apart from its western counterparts.

[Suitable for printing on small canvases.]"
"Padjali Loach",20136,"A horn-shaped fish native to the dark bogs of Dimwold.

[Suitable for printing on small canvases.]"
"Nogoi",20137,"A common variety of koi found in almost every region on Othard.

[Suitable for printing on medium canvases.]"
"Curtain Pleco",20138,"This freshwater fish has a billowy, curtain-like dorsal fin that it uses to confuse predators.

[Suitable for printing on medium canvases.]"
"",20139,""
"Hardscale",20140,"A freshwater cousin of the lightscale with scales as hard as its name suggests.

[Suitable for printing on medium canvases.]"
"Eastern Pike",20141,"The massive eastern pike is technically classified as a freshwater fish. The breed, however, can survive the brackish waters of the Hathoeva and Velodyna river deltas.

[Suitable for printing on medium canvases.]"
"Wraithfish",20142,"This freshwater fish native to the bogs of Dimwold will oft conceal itself beneath the planks of the Wraithwalk for protection.

[Suitable for printing on medium canvases.]"
"Little Perykos",20143,"As is the case with the little Thalaos, the little Perykos is anything but small. Though normally only found in the Indigo Deep, this lord of the North Isle of Endless Summer can sometimes be found swimming in the five seas and beyond...yet for what reason, no one knows.

[Suitable for printing on large canvases.]"
"Wentletrap",20144,"A tiny Ruby Sea mollusk with a beautiful spiral shell that is sought by jewelry makers across the Far East.

[Suitable for printing on small canvases.]"
"Black Boxfish",20145,"This saltwater cousin to the puffers changes color several times during its development, and it is only in the final years of adulthood that it bears the hue from which it earns its moniker.

[Suitable for display in aquariums tier 2 and higher.]
[Suitable for printing on medium canvases.]"
"Glass Manta",20146,"This denizen of the Glass Ocean is one of the largest fish of its type ever recorded.

[Suitable for printing on large canvases.]"
"Regal Silverside",20147,"According to Hingan fishers, it was not until the past twenty summers that the regal silverside began appearing in their nets. It is popular opinion that the fish may have been introduced via bilge water dumped by foreign trade bulks.

[Suitable for printing on small canvases.]"
"Snowflake Moray",20148,"A saltwater fish that exhibits a peculiar symbiotic relationship with spiny lobsters.

[Suitable for printing on medium canvases.]"
"Hoppfish",20149,"While “hopping” out of the water will aid this saltwater species in escaping larger fish, the action attracts flocks of hungry seagulls that will harry the schools for entire turns of the sun.

[Suitable for printing on small canvases.]"
"Lightscale",20150,"A freshwater cousin of the hardscale with scales as light as its name suggests.

[Suitable for printing on large canvases.]"
"Grass Fugu",20151,"This highly poisonous saltwater fish can survive for long periods of time in freshwater rivers, and can, on occasion, be found as far as ten malms upstream.

[Suitable for printing on medium canvases.]"
"Giant Eel",20152,"An eel's size is proportional to the amount it eats. The giant freshwater eels of the One River eat...a lot.

[Suitable for printing on large canvases.]"
"Kamina Crab",20153,"While abundant in the sea, hermit crabs are quite rare in fresh water, possibly due to the lack of available homes. The kamina crab is one example.

[Suitable for printing on small canvases.]"
"Spider Crab",20154,"The spider crab's spindly legs carry the deep-sea crustacean hundreds of malms across their migratory routes.

[Suitable for printing on large canvases.]"
"Little Dragonfish",20155,"The elongated forehead of this saltwater species is compared to the nose of a tengu─a legendary birdlike creature of Far Eastern legend.

[Suitable for printing on medium canvases.]"
"Black Fanfish",20156,"This saltwater wavekin uses both the size and color of its fins to its advantage, allowing it to, for all intents and purposes, disappear in the darker depths of the sea.

[Suitable for printing on large canvases.]"
"Zebra Shark",20157,"Unlike those of the mystical zebra, the pronounced “stripes” upon this wavekin's back are more accurately compared to a tiger's spots.

[Suitable for display in aquariums tier 3 and higher.]
[Suitable for printing on large canvases.]"
"Nophica's Comb",20158,"The sharp, bone-like protrusions on this carnivorous mollusk's massive shell give it the comb-like appearance from which it earns its name.

[Suitable for printing on small canvases.]"
"Warty Wartfish",20159,"This sluggardly wartfish native to the One River somehow has more warts than a common wartfish, if that can be believed.

[Suitable for printing on medium canvases.]"
"Common Whelk",20160,"It would not be called a common whelk if this whelk was not found as abundantly as it is across the whole of Othard.

[Suitable for printing on small canvases.]"
"Hairless Barb",20161,"This impossibly monstrous freshwater fish grew impossibly monstrous despite a diet of mostly river grasses.

[Suitable for printing on large canvases.]"
"Hatchetfish",20162,"The Ruby Sea hatchetfish earns its name from its overgrown head which, if you squint hard enough, might appear similar to the head of a timberlord's hatchet.

[Suitable for display in aquariums tier 1 and higher.]
[Suitable for printing on small canvases.]"
"Threadfish",20163,"This spindly saltwater fish spurns the colder currents of the north in favor of the warm waters along Othard and Ilsabard's southern coasts.

[Suitable for printing on medium canvases.]"
"Garden Eel",20164,"Garden eels spend most of their lives buried in sandy sea bottoms, emerging only to hunt and to mate.

[Suitable for printing on small canvases.]"
